record_id,record_type,entity_id,metric_id,category_id,value,unit,currency,scale,as_of_date,period_start,period_end,period_type,frequency,source_type,source_name,page_table,provider,retrieved_date,book_of_record,return_method,gross_net,valuation_status,benchmark_id,method_id,quality_status,note,schema_version,entered_by,reviewed_by,review_status
REC-0168,allocation,DEMOFUND,weight_target,RRM,0.24,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0169,allocation,DEMOFUND,over_under_pct,RRM,-0.02616711569,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0170,allocation,DEMOFUND,emv,OVERLAY,41.68854491,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0171,allocation,DEMOFUND,weight_actual,OVERLAY,0.00370855843,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0172,allocation,DEMOFUND,weight_target,OVERLAY,0,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0173,allocation,DEMOFUND,over_under_pct,OVERLAY,0.00370855843,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0174,allocation,DEMOFUND,emv,OTHER,10,$mm,USD,mm,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,EMV link,workbook formulas,2026-08-04,IBOR,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0175,allocation,DEMOFUND,weight_actual,OTHER,0.000889586921,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,actual %,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0176,allocation,DEMOFUND,weight_target,OTHER,0,%,USD,1,2026-06-30,,,M,Monthly,workbook,Policy_Targets,effective-dated target,synthetic assumption,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0177,allocation,DEMOFUND,over_under_pct,OTHER,0.000889586921,%,USD,1,2026-06-30,,,M,Monthly,workbook,Calc_Allocation,over/under,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0178,contribution_qtd,DEMOFUND,contribution,GROWTH,0.03672026354,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0179,contribution_qtd,DEMOFUND,contribution,CREDIT,0.00069015928,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0180,contribution_qtd,DEMOFUND,contribution,RAIH,0.005171984921,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0181,contribution_qtd,DEMOFUND,contribution,RRM,-0.001458178839,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0182,contribution_qtd,DEMOFUND,contribution,OVERLAY,1.270412774e-05,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0183,contribution_qtd,DEMOFUND,contribution,OTHER,0,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,QTD contribution,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,bop_weight_x_return_sum,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0184,contribution_qtd,DEMOFUND,contribution_arith_total,TOTAL,0.04113693303,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,arithmetic total,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0185,contribution_qtd,DEMOFUND,return_chain_linked,TOTAL,0.04165774186,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Returns,chain-linked QTD,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,chain_linked,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0186,contribution_qtd,DEMOFUND,residual,TOTAL,0.0005208088344,%,USD,1,2026-06-30,2026-04-01,2026-06-30,QTD,Quarterly,workbook,Calc_Contribution,compounding residual,workbook formulas,2026-08-04,n/a,n/a,n/a,final,,,ok,,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0187,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,100.537,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0188,market_close,DEMOFUND,close,DEMO-EQ-SMALL,79.85,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0189,market_close,DEMOFUND,close,DEMO-BOND-AGG,95.0277,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0190,market_close,DEMOFUND,close,DEMO-GOLD,121.0567,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0191,market_close,DEMOFUND,close,DEMO-OIL,60.5693,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0192,market_close,DEMOFUND,close,DEMO-USD,28.1916,px,USD,1,2026-06-01,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0193,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.3303,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0194,market_close,DEMOFUND,close,DEMO-EQ-SMALL,78.8699,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0195,market_close,DEMOFUND,close,DEMO-BOND-AGG,94.3492,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0196,market_close,DEMOFUND,close,DEMO-GOLD,121.3398,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0197,market_close,DEMOFUND,close,DEMO-OIL,60.258,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0198,market_close,DEMOFUND,close,DEMO-USD,28.4399,px,USD,1,2026-06-02,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0199,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,100.8241,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0200,market_close,DEMOFUND,close,DEMO-EQ-SMALL,80.6738,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0201,market_close,DEMOFUND,close,DEMO-BOND-AGG,94.6081,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0202,market_close,DEMOFUND,close,DEMO-GOLD,120.978,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0203,market_close,DEMOFUND,close,DEMO-OIL,60.5507,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0204,market_close,DEMOFUND,close,DEMO-USD,28.6713,px,USD,1,2026-06-03,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0205,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,102.1068,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0206,market_close,DEMOFUND,close,DEMO-EQ-SMALL,81.1229,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0207,market_close,DEMOFUND,close,DEMO-BOND-AGG,94.7224,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0208,market_close,DEMOFUND,close,DEMO-GOLD,121.4068,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0209,market_close,DEMOFUND,close,DEMO-OIL,60.1883,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0210,market_close,DEMOFUND,close,DEMO-USD,28.7334,px,USD,1,2026-06-04,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0211,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,102.1393,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0212,market_close,DEMOFUND,close,DEMO-EQ-SMALL,83.2608,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0213,market_close,DEMOFUND,close,DEMO-BOND-AGG,96.3346,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0214,market_close,DEMOFUND,close,DEMO-GOLD,122.3006,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0215,market_close,DEMOFUND,close,DEMO-OIL,60.4522,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0216,market_close,DEMOFUND,close,DEMO-USD,28.8791,px,USD,1,2026-06-05,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0217,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.9261,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0218,market_close,DEMOFUND,close,DEMO-EQ-SMALL,83.2485,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0219,market_close,DEMOFUND,close,DEMO-BOND-AGG,96.2541,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0220,market_close,DEMOFUND,close,DEMO-GOLD,123.7035,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0221,market_close,DEMOFUND,close,DEMO-OIL,60.5375,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0222,market_close,DEMOFUND,close,DEMO-USD,29.1475,px,USD,1,2026-06-08,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0223,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.5917,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0224,market_close,DEMOFUND,close,DEMO-EQ-SMALL,83.2662,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0225,market_close,DEMOFUND,close,DEMO-BOND-AGG,96.4354,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0226,market_close,DEMOFUND,close,DEMO-GOLD,122.2861,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0227,market_close,DEMOFUND,close,DEMO-OIL,60.8073,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0228,market_close,DEMOFUND,close,DEMO-USD,29.2044,px,USD,1,2026-06-09,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0229,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.6466,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0230,market_close,DEMOFUND,close,DEMO-EQ-SMALL,82.8291,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0231,market_close,DEMOFUND,close,DEMO-BOND-AGG,98.1122,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0232,market_close,DEMOFUND,close,DEMO-GOLD,120.4334,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0233,market_close,DEMOFUND,close,DEMO-OIL,60.9678,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0234,market_close,DEMOFUND,close,DEMO-USD,29.0474,px,USD,1,2026-06-10,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0235,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,100.937,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0236,market_close,DEMOFUND,close,DEMO-EQ-SMALL,82.9463,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0237,market_close,DEMOFUND,close,DEMO-BOND-AGG,96.9961,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0238,market_close,DEMOFUND,close,DEMO-GOLD,119.7254,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0239,market_close,DEMOFUND,close,DEMO-OIL,60.9817,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0240,market_close,DEMOFUND,close,DEMO-USD,28.8521,px,USD,1,2026-06-11,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0241,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,100.5212,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0242,market_close,DEMOFUND,close,DEMO-EQ-SMALL,83.6031,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0243,market_close,DEMOFUND,close,DEMO-BOND-AGG,97.2895,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0244,market_close,DEMOFUND,close,DEMO-GOLD,119.4618,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0245,market_close,DEMOFUND,close,DEMO-OIL,61.4244,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0246,market_close,DEMOFUND,close,DEMO-USD,28.1718,px,USD,1,2026-06-12,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0247,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.6054,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0248,market_close,DEMOFUND,close,DEMO-EQ-SMALL,85.0852,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0249,market_close,DEMOFUND,close,DEMO-BOND-AGG,97.4846,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0250,market_close,DEMOFUND,close,DEMO-GOLD,118.2014,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0251,market_close,DEMOFUND,close,DEMO-OIL,60.8641,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0252,market_close,DEMOFUND,close,DEMO-USD,28.4132,px,USD,1,2026-06-15,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Cross-portfolio / FX,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0253,market_close,DEMOFUND,close,DEMO-EQ-GLOBAL,101.3674,px,USD,1,2026-06-16,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0254,market_close,DEMOFUND,close,DEMO-EQ-SMALL,85.7071,px,USD,1,2026-06-16,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Growth,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0255,market_close,DEMOFUND,close,DEMO-BOND-AGG,95.9248,px,USD,1,2026-06-16,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Risk Reduction & Mitigation,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0256,market_close,DEMOFUND,close,DEMO-GOLD,116.6796,px,USD,1,2026-06-16,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
REC-0257,market_close,DEMOFUND,close,DEMO-OIL,60.5616,px,USD,1,2026-06-16,,,D,Daily,workbook,Inputs_Market,synthetic proxy series,synthetic generator,2026-08-04,n/a,n/a,n/a,final,,,ok,Real Assets & Inflation Hedges,1.3.0,PA-ANALYST-1,PA-LEAD-1,published
